"thu","ngay","dot","ky","n1","n2","n3","n4","n5","n6","dd_cnt","dd_amt","g1_cnt","g1_amt","g2_cnt","g2_amt","g3_cnt","g3_amt","g4_cnt","g4_amt","g5_cnt","g5_amt","kk_cnt","kk_amt","dec0","dec1","dec2","dec3","dbx","dbdd","dd","sc","cam","snt","snt_cnt","xx","ke","t1","g0","p1","mod","sum","dec","dec_ck","cl5","cl5_ck","jpp","qh_ky","qh_hit","qhl","qhc","jpck","jpm_info","jpm_cnt","is_jp","is_chia","is_day","updated_at"
T6,2026-01-09,"1","00389",1,25,28,32,35,12,0,11595723000,0,10000000,6,5000000,40,500000,133,100000,1586,30000,12341,10000,1,0,2,2,Z,C,LL,2,"1",,0,,0,0,2,0,"52",121,"1022",21,LLCCL,3,34,20,"32","8,18,32",3,24,"34 (00355: 3-23-28-32-35)",3,false,false,false,2026-05-11 13:11:22.641 +0700
T5,2026-01-08,"2","00388",6,7,10,28,35,6,0,10907201000,0,10000000,4,5000000,100,500000,224,100000,2566,30000,16004,10000,2,1,1,1,Y,C,CL,3,,"7",1,,1,0,0,1,,86,"2111",1,CLCCL,32,23,20,"35","8,18,32,35",4,23,"37 (00351: 6-16-28-33-35)",3,false,false,false,2026-05-11 13:11:22.642 +0700
T5,2026-01-08,"1","00387",4,9,13,25,30,6,0,10066743500,0,10000000,4,5000000,71,500000,181,100000,1671,30000,12053,10000,2,1,1,1,Y,C,CC,2,,"13",1,,0,1,0,1,,81,"2111",15,CLLLC,2,11,20,,"8,18,32,35",4,22,"20 (00367: 4-6-13-16-30)",3,false,false,false,2026-05-11 13:11:22.643 +0700
T4,2026-01-07,"2","00386",1,7,14,28,29,5,0,9548274500,2,10000000,9,5000000,86,500000,213,100000,2386,30000,15306,10000,2,1,2,0,Y,L,LL,2,"3","7-29",2,,1,1,1,1,,79,"2120",48,LLCCL,10,8,20,,"18,32,35",3,21,"52 (00334: 1-3-7-10-28)",3,false,false,true,2026-05-11 13:11:22.644 +0700
T4,2026-01-07,"1","00385",22,27,29,33,34,3,0,8857550000,0,10000000,2,5000000,64,500000,145,100000,1745,30000,10116,10000,0,0,3,2,X,L,CC,2,"0,1","29",1,"22,33",1,0,0,0,,145,"0032",29,CLLLC,16,14,20,,"18,32",2,20,"33 (00352: 6-26-27-33-34)",3,false,false,false,2026-05-11 13:11:22.646 +0700
T3,2026-01-06,"2","00384",4,6,12,16,31,2,0,8340357500,2,10000000,7,5000000,77,500000,207,100000,2175,30000,12388,10000,2,2,0,1,X,C,CL,4,"2","31",1,,0,1,1,0,"62",69,"2201",17,CCCCL,31,17,20,,"18,32",2,19,"17 (00367: 4-6-13-16-30)",3,false,false,true,2026-05-11 13:11:22.647 +0700
T5,2026-01-01,"2","00374",2,3,20,25,30,3,0,7106852500,0,10000000,6,5000000,80,500000,174,100000,1975,30000,10859,10000,2,0,2,1,X,L,CC,3,"1","2-3",2,,1,1,0,0,"02",80,"2021",11,CLCLC,34,11,20,,"9,18,29",3,9,"2 (00372: 3-5-11-25-30)",3,false,false,false,2026-05-11 13:11:22.660 +0700
T5,2026-01-01,"1","00373",11,17,23,26,34,12,0,6977665000,1,10000000,1,5000000,52,500000,86,100000,1501,30000,6917,10000,0,2,2,1,Z,C,LC,2,"0","11-17-23",3,"11",0,0,1,1,,111,"0221",50,LLLCC,24,13,20,,"9,18,29",3,8,"11 (00362: 11-17-19-26-33)",3,false,false,false,2026-05-11 13:11:22.661 +0700
T4,2025-12-31,"2","00372",3,5,11,25,30,12,0,6872315000,0,10000000,3,5000000,73,500000,148,100000,2147,30000,12354,10000,2,1,1,1,Z,C,LC,1,,"3-5-11",3,"11",0,0,2,0,"52",74,"2111",11,LLLLC,97,6,20,,"9,18,29",3,7,"52 (00320: 3-10-11-21-30)",3,false,false,false,2026-05-11 13:11:22.663 +0700
T4,2025-12-31,"1","00371",11,21,25,28,33,3,0,6706520000,0,10000000,5,5000000,40,500000,124,100000,1562,30000,8551,10000,0,1,3,1,X,L,LL,1,"0","11",1,"11,33",0,0,1,1,"12",118,"0131",71,LLLCL,1,12,20,,"9,18,29",3,6,"12 (00359: 5-12-25-28-33)",3,false,false,false,2026-05-11 13:11:22.664 +0700
T3,2025-12-30,"2","00370",7,15,23,24,33,2,0,6611460000,0,10000000,7,5000000,73,500000,144,100000,1844,30000,12202,10000,1,1,2,1,X,C,LL,1,,"7-23",2,"33",1,1,2,1,"32",102,"1121",11,LLLCL,8,22,20,"15","9,15,18,29",4,5,"76 (00294: 7-16-23-24-27)",3,false,false,false,2026-05-11 13:11:22.666 +0700
T3,2025-12-30,"1","00369",2,13,19,23,24,11,0,6500935000,0,10000000,4,5000000,39,500000,102,100000,1265,30000,8532,10000,1,2,2,0,Z,L,CC,2,"3","2-13-19-23",4,,1,1,0,1,"32",81,"1220",16,CLLLC,24,13,20,,"15,18,29",3,4,"167 (00202: 3-13-19-23-25)",3,false,false,false,2026-05-11 13:11:22.668 +0700
T2,2025-12-29,"2","00368",3,21,22,30,33,1,0,6413685000,1,10000000,3,5000000,81,500000,105,100000,1902,30000,10437,10000,1,0,2,2,X,L,LL,2,"1","3",1,"22,33",1,1,1,0,"32",109,"1022",13,LLCCL,13,13,20,,"18,29",2,3,"48 (00320: 3-10-11-21-30)",3,false,false,false,2026-05-11 13:11:22.670 +0700
T2,2025-12-29,"1","00367",4,6,13,16,30,10,0,6223292500,0,10000000,1,5000000,46,500000,106,100000,1118,30000,8906,10000,2,2,0,1,Z,C,CC,4,"2","13",1,,0,2,0,1,"62",69,"2201",36,CCLCC,78,16,20,,"18",1,2,"143 (00224: 2-4-16-28-30)",3,false,false,false,2026-05-11 13:11:22.672 +0700
CN,2025-12-28,"2","00366",2,5,7,8,21,12,0,6111122500,0,10000000,4,5000000,48,500000,173,100000,1456,30000,10858,10000,4,0,1,0,Z,C,CL,2,"1,3","2-5-7",3,,1,0,0,0,,43,"4010",,CLLCL,25,17,20,,"18",1,1,"109 (00257: 6-7-8-21-34)",3,false,false,false,2026-05-11 13:11:22.676 +0700
CN,2025-12-28,"1","00365",11,14,27,30,35,9,1,7395770000,1,10000000,5,5000000,32,500000,161,100000,1258,30000,11308,10000,0,2,1,2,Z,L,LL,2,"0","11",1,"11",0,0,2,0,,117,"0212",69,LCLCL,6,16,20,,"18",1,0,"28 (00337: 8-13-14-27-35)",3,true,false,false,2026-05-11 13:11:22.679 +0700
T7,2025-12-27,"2","00364",4,8,14,33,35,11,0,7328665000,0,10000000,5,5000000,63,500000,163,100000,1620,30000,13403,10000,2,1,0,2,Z,L,CL,3,"2",,0,"33",0,0,1,0,"42",94,"2102",62,CCCLL,13,11,20,,"18",1,14,"27 (00337: 8-13-14-27-35)",3,false,false,false,2026-05-11 13:11:22.681 +0700
T7,2025-12-27,"1","00363",1,2,20,24,33,10,0,7188260000,0,10000000,2,5000000,34,500000,102,100000,1044,30000,8536,10000,2,0,2,1,Z,C,LL,3,"1","2",1,"33",1,0,1,1,,80,"2021",17,LCCCL,6,5,20,,"18",1,13,"6 (00357: 1-2-4-10-33)",3,false,false,false,2026-05-11 13:11:22.683 +0700
T6,2025-12-26,"2","00362",11,17,19,26,33,8,0,7063817500,0,10000000,9,5000000,80,500000,241,100000,2324,30000,15246,10000,0,3,1,1,Y,C,LL,1,"0","11-17-19",3,"11,33",0,0,1,0,,106,"0311",17,LLLCL,14,17,20,,"18",1,12,"171 (00191: 19-22-26-27-33)",3,false,false,true,2026-05-11 13:11:22.687 +0700
T6,2025-12-26,"1","00361",1,2,19,21,31,3,0,6975042500,0,10000000,3,5000000,30,500000,110,100000,1124,30000,8619,10000,2,1,1,1,X,L,LL,1,,"2-19-31",3,,1,1,1,0,"13",74,"2111",1,LCLLL,60,21,20,"21","18,21",2,11,"234 (00127: 1-8-19-21-30)",3,false,false,false,2026-05-11 13:11:22.688 +0700
T5,2025-12-25,"2","00360",2,4,14,24,34,10,0,6835512500,1,10000000,8,5000000,96,500000,162,100000,1748,30000,13015,10000,2,1,1,1,Z,C,CC,5,,"2",1,,0,2,0,1,"44",78,"2111",13,CCCCC,45,7,20,,"18",1,10,"45 (00315: 4-8-22-24-34)",3,false,false,false,2026-05-11 13:11:22.689 +0700
T5,2025-12-25,"1","00359",5,12,25,28,33,8,0,6731325000,1,10000000,10,5000000,78,500000,185,100000,1708,30000,10786,10000,1,1,2,1,Y,C,LL,2,,"5",1,"33",0,1,0,1,"52",103,"1121",17,LCLCL,9,13,20,,"18",1,9,"60 (00299: 5-12-28-31-33)",4,false,false,true,2026-05-11 13:11:22.691 +0700
T4,2025-12-24,"2","00358",19,20,27,31,34,5,0,6731325000,1,10000000,6,5000000,46,500000,229,100000,1988,30000,14139,10000,0,1,2,2,Y,L,LC,2,"0","19-31",2,,1,0,0,1,,131,"0122",65,LCLLC,14,18,20,,"18",1,8,"111 (00247: 11-20-23-27-34)",3,false,false,false,2026-05-11 13:11:22.692 +0700
T4,2025-12-24,"1","00357",1,2,4,10,33,3,0,6625930000,0,10000000,2,5000000,35,500000,72,100000,1159,30000,7774,10000,3,1,0,1,X,L,LL,3,"2","2",1,"33",1,1,0,0,,50,"3101",8,LCCCL,28,13,20,,"18",1,7,"29 (00328: 2-10-23-33-35)",3,false,false,false,2026-05-11 13:11:22.693 +0700
T3,2025-12-23,"2","00356",22,23,26,34,35,3,0,6493390000,0,10000000,1,5000000,53,500000,127,100000,1618,30000,12281,10000,0,0,3,2,X,L,CL,3,"0,1","23",1,"22",2,2,2,0,,140,"0032",270,CLCCL,30,10,20,,,0,6,"61 (00295: 5-19-22-34-35)",3,false,false,true,2026-05-11 13:11:22.695 +0700
T3,2025-12-23,"1","00355",3,23,28,32,35,9,0,6335317500,0,10000000,7,5000000,44,500000,108,100000,1272,30000,9318,10000,1,0,2,2,Z,L,LL,2,"1","3-23",2,,0,1,2,1,"32",121,"1022",3,LLCCL,60,7,20,,,0,5,"29 (00326: 2-7-28-32-35)",3,false,false,true,2026-05-11 13:11:22.698 +0700
T2,2025-12-22,"2","00354",13,31,32,33,35,11,0,6257685000,1,10000000,18,5000000,121,500000,193,100000,2187,30000,14334,10000,0,1,0,4,Z,L,LL,1,"0,2","13-31",2,"33",2,1,0,1,"32",144,"0104",170,LLCLL,19,23,20,"32","32",1,4,"100 (00254: 13-29-30-32-35)",3,false,false,false,2026-05-11 13:11:22.700 +0700
T2,2025-12-22,"1","00353",8,12,14,24,27,9,0,6194770000,0,10000000,10,5000000,54,500000,167,100000,1434,30000,10946,10000,1,2,2,0,Z,L,CL,4,"3",,0,,0,0,1,1,"42",85,"1220",21,CCCCL,101,15,20,,"32",1,3,"16 (00337: 8-13-14-27-35)",3,false,false,false,2026-05-11 13:11:22.701 +0700
CN,2025-12-21,"2","00352",6,26,27,33,34,7,0,6154415000,0,10000000,4,5000000,51,500000,139,100000,1614,30000,11237,10000,1,0,2,2,Y,L,CC,3,"1",,0,"33",2,2,2,1,"62",126,"1022",54,CCLLC,117,10,20,,"32",1,2,"162 (00190: 6-24-27-33-34)",4,false,false,false,2026-05-11 13:11:22.702 +0700
CN,2025-12-21,"1","00351",6,16,28,33,35,8,0,6030482500,0,10000000,8,5000000,44,500000,128,100000,998,30000,9031,10000,1,1,1,2,Y,C,CL,3,,,0,"33",0,0,0,0,"62",118,"1112",23,CCCLL,73,18,20,,,0,1,"92 (00259: 6-11-25-33-35)",3,false,false,false,2026-05-11 13:11:22.703 +0700
T7,2025-12-20,"2","00350",11,12,13,14,19,7,1,6804270000,2,10000000,26,5000000,83,500000,260,100000,1829,30000,14537,10000,0,5,0,0,Y,L,LL,2,"0,2,3","11-13-19",3,"11",3,0,0,0,,69,"0500",,LCLCL,34,12,20,,,0,0,"49 (00301: 11-14-19-21-27)",3,true,false,false,2026-05-11 13:11:22.705 +0700
T7,2025-12-20,"1","00349",1,7,9,16,30,11,0,6804270000,0,10000000,2,5000000,38,500000,145,100000,1238,30000,10686,10000,3,1,0,1,Z,L,LC,2,"2","7",1,,0,0,1,1,,63,"3101",156,LLLCC,13,11,20,,,0,44,"45 (00304: 1-10-16-30-34)",3,false,false,false,2026-05-11 13:11:22.706 +0700
T6,2025-12-19,"2","00348",3,13,15,16,23,10,0,6720045000,1,10000000,6,5000000,56,500000,189,100000,1899,30000,12373,10000,1,3,1,0,Z,C,LL,1,"3","3-13-23",3,,1,1,1,0,"33",70,"1310",4,LLLCL,36,7,20,,,0,43,"16 (00332: 3-10-16-23-29)",3,false,false,false,2026-05-11 13:11:22.707 +0700
T6,2025-12-19,"1","00347",4,5,13,29,35,5,0,6616945000,0,10000000,6,5000000,40,500000,153,100000,1221,30000,10896,10000,2,1,1,1,Y,L,CL,1,,"5-13-29",3,,1,0,0,0,"52",86,"2111",22,CLLLL,61,23,20,"4","4",1,42,"93 (00254: 13-29-30-32-35)",3,false,false,false,2026-05-11 13:11:22.708 +0700
T5,2025-12-18,"2","00346",2,7,22,25,31,9,0,6556887500,0,10000000,9,5000000,61,500000,163,100000,1684,30000,12766,10000,2,0,2,1,Z,L,CL,2,"1","2-7-31",3,"22",0,0,0,0,"22",87,"2021",31,CLCLL,9,21,20,"31","4,31",2,41,"120 (00226: 2-7-22-33-34)",3,false,false,false,2026-05-11 13:11:22.710 +0700
T5,2025-12-18,"1","00345",14,15,17,27,34,8,0,6453515000,0,10000000,3,5000000,40,500000,156,100000,1208,30000,10604,10000,0,3,1,1,Y,C,CC,2,"0","17",1,,1,0,1,0,"42,72",107,"0311",48,CLLLC,7,12,20,,"4",1,40,"194 (00151: 15-17-19-20-34)",3,false,false,false,2026-05-11 13:11:22.711 +0700
T4,2025-12-17,"2","00344",7,10,17,19,22,1,0,6379890000,0,10000000,9,5000000,85,500000,140,100000,2051,30000,9339,10000,1,3,1,0,X,L,LC,2,"3","7-17-19",3,"22",0,1,0,1,"72",75,"1310",34,LCLLC,24,32,20,"19,22","19,22",2,39,"100 (00244: 6-7-10-19-22)",4,false,false,true,2026-05-11 13:11:22.713 +0700
T4,2025-12-17,"1","00343",6,23,27,28,30,6,0,6267832500,0,10000000,5,5000000,35,500000,109,100000,1395,30000,9265,10000,1,0,3,1,Y,C,CC,3,"1","23",1,,1,1,1,2,,114,"1031",56,CLLCC,26,54,20,"6","6,19,22",3,38,"50 (00293: 17-23-28-30-31)",3,false,false,false,2026-05-11 13:11:22.715 +0700
T3,2025-12-16,"2","00342",7,10,26,27,35,11,0,6182440000,4,10000000,11,5000000,55,500000,148,100000,1770,30000,11985,10000,1,1,2,1,Z,L,LL,2,,"7",1,,1,0,1,0,"72",105,"1121",7,LCCLL,10,8,20,,"6,19,22",3,37,"68 (00274: 7-10-11-24-26)",3,false,false,false,2026-05-11 13:11:22.716 +0700
T3,2025-12-16,"1","00341",2,3,7,16,17,10,0,6128925000,1,10000000,6,5000000,49,500000,167,100000,1785,30000,12700,10000,3,2,0,0,Z,C,CL,2,"2,3","2-3-7-17",4,,2,0,0,0,"72",45,"3200",2,CLLCL,72,18,20,,"6,19",2,36,"16 (00325: 2-3-16-23-31)",3,false,false,true,2026-05-11 13:11:22.717 +0700
T2,2025-12-15,"2","00340",20,21,24,25,28,9,-1,20647783000,10,710014300,64,58770000,828,4655000,1796,2015000,23762,170000,137155,10000,0,0,5,0,Z,L,CC,3,"0,1,3",,0,,2,0,0,0,,118,"0050",145,CLCLC,7,21,20,"20","6,19,20",3,35,"135 (00205: 7-21-24-25-28)",4,false,true,false,2026-05-11 13:11:22.718 +0700
T2,2025-12-15,"1","00339",1,2,5,12,16,9,0,13522877000,1,10000000,11,5000000,93,500000,284,100000,3147,30000,27841,10000,3,2,0,0,Z,L,LC,3,"2,3","2-5",2,,1,0,0,1,"22",36,"3200",166,LCLCC,63,11,20,,"6,19",2,34,"131 (00208: 1-5-16-22-26)",3,false,false,false,2026-05-11 13:11:22.719 +0700
CN,2025-12-14,"2","00338",8,9,11,25,26,7,0,12389634000,0,10000000,12,5000000,130,500000,359,100000,3647,30000,27024,10000,2,1,2,0,Y,L,CC,2,"3","11",1,"11",2,1,1,1,,79,"2120",21,CLLLC,106,22,20,"9","6,9,19",3,33,"97 (00241: 8-9-25-26-32)",4,false,false,false,2026-05-11 13:11:22.720 +0700
CN,2025-12-14,"1","00337",8,13,14,27,35,6,0,11491549000,1,10000000,16,5000000,51,500000,280,100000,1933,30000,16351,10000,1,2,1,1,Y,C,CL,2,,"13",1,,1,1,0,1,,97,"1211",17,CLCLL,12,23,20,"14,27","6,9,14,19,27",5,32,"145 (00192: 8-9-14-27-35)",4,false,false,true,2026-05-11 13:11:22.722 +0700
T7,2025-12-13,"2","00336",5,7,15,16,18,10,0,10971698000,1,10000000,9,5000000,96,500000,202,100000,2715,30000,14706,10000,2,3,0,0,Z,C,LC,2,"2,3","5-7",2,,1,0,0,0,"52",61,"2300",76,LLLCC,2,15,20,,"6,14,19",3,31,"87 (00249: 5-8-15-17-18)",3,false,false,false,2026-05-11 13:11:22.723 +0700
T7,2025-12-13,"1","00335",1,11,26,29,35,10,0,10188945000,0,10000000,3,5000000,58,500000,115,100000,1484,30000,10785,10000,1,1,2,1,Z,C,LL,1,,"11-29",2,"11",0,0,1,2,"12",102,"1121",5,LLCLL,5,11,20,,"6,14,19",3,30,"5 (00330: 1-15-26-29-33)",3,false,false,false,2026-05-11 13:11:22.723 +0700
T6,2025-12-12,"2","00334",1,3,7,10,28,4,0,9648424500,0,10000000,13,5000000,89,500000,198,100000,2574,30000,15673,10000,3,1,1,0,X,C,LC,2,"3","3-7",2,,0,1,0,0,,49,"3110",21,LLLCC,13,8,20,,"6,19",2,29,"265 (00069: 1-3-7-10-25)",4,false,false,false,2026-05-11 13:11:22.724 +0700
T3,2025-12-09,"1","00327",1,8,10,13,32,3,0,8282002500,1,10000000,1,5000000,32,500000,153,100000,1281,30000,10578,10000,2,2,0,1,X,L,LC,3,"2","13",1,,0,1,1,1,,64,"2201",3,LCCLC,88,7,20,,"6,15",2,22,"251 (00076: 5-8-10-13-32)",4,false,false,false,2026-05-11 13:11:22.732 +0700
T2,2025-12-08,"2","00326",2,7,28,32,35,8,0,8155457500,1,10000000,3,5000000,44,500000,259,100000,2260,30000,19642,10000,2,0,1,2,Y,C,CL,3,"1","2-7",2,,0,1,1,1,"22",104,"2012",42,CLCCL,20,17,20,,"6,15",2,21,"174 (00152: 2-6-7-24-28)",3,false,false,false,2026-05-11 13:11:22.733 +0700
T2,2025-12-08,"1","00325",2,3,16,23,31,12,0,7980512500,1,10000000,6,5000000,53,500000,145,100000,1413,30000,11294,10000,2,1,1,1,Z,C,CL,2,,"2-3-23-31",4,,1,1,0,0,"32",75,"2111",4,CLCLL,133,14,20,,"6,15",2,20,"197 (00128: 2-10-22-23-31)",3,false,false,false,2026-05-11 13:11:22.734 +0700
CN,2025-12-07,"2","00324",4,8,11,18,35,9,0,7880875000,1,10000000,16,5000000,59,500000,219,100000,1979,30000,16709,10000,2,2,0,1,Z,L,CL,3,"2","11",1,"11",0,0,1,1,"82",76,"2201",107,CCLCL,44,10,20,,"6,15",2,19,"16 (00308: 8-11-17-18-28)",3,false,false,false,2026-05-11 13:11:22.735 +0700
CN,2025-12-07,"1","00323",11,17,21,23,31,2,0,7831157500,0,10000000,14,5000000,60,500000,182,100000,1443,30000,8414,10000,0,2,2,1,X,C,LL,0,"0","11-17-23-31",4,"11",0,0,2,0,"13",103,"0221",4,LLLLL,1,15,20,,"6,15",2,18,"30 (00293: 17-23-28-30-31)",3,false,false,false,2026-05-11 13:11:22.736 +0700
T7,2025-12-06,"2","00322",1,11,13,23,25,8,0,7771312500,0,10000000,11,5000000,64,500000,245,100000,1789,30000,17756,10000,1,2,2,0,Y,C,LL,0,"3","11-13-23",3,"11",0,0,1,1,"12,32",73,"1220",36,LLLLL,30,12,20,,"6,15",2,17,"120 (00202: 3-13-19-23-25)",3,false,false,false,2026-05-11 13:11:22.737 +0700
T7,2025-12-06,"1","00321",5,7,13,22,34,11,0,7707985000,0,10000000,5,5000000,50,500000,120,100000,1366,30000,9676,10000,2,1,1,1,Z,L,LC,2,,"5-7-13",3,"22",0,0,0,1,,81,"2111",18,LLLCC,37,22,20,"5","5,6,15",3,16,"56 (00265: 5-9-13-22-34)",4,false,false,false,2026-05-11 13:11:22.738 +0700
T6,2025-12-05,"2","00320",3,10,11,21,30,10,0,7628557500,0,10000000,9,5000000,65,500000,203,100000,2160,30000,12713,10000,1,2,1,1,Z,C,LC,2,,"3-11",2,"11",1,0,1,1,"02,12",75,"1211",6,LCLLC,9,4,20,,"5,6,15",3,15,"87 (00233: 6-10-11-12-30)",3,false,false,false,2026-05-11 13:11:22.739 +0700
T6,2025-12-05,"1","00319",13,18,20,28,30,3,0,7495930000,0,10000000,5,5000000,42,500000,178,100000,1389,30000,11582,10000,0,2,2,1,X,L,LC,4,"0","13",1,,0,1,1,1,"02,82",109,"0221",10,LCCCC,15,9,20,,"6,15",2,14,"14 (00305: 2-18-20-30-34)",3,false,false,false,2026-05-11 13:11:22.741 +0700
T5,2025-12-04,"2","00318",3,7,12,13,21,1,0,7419492500,2,10000000,6,5000000,79,500000,137,100000,2104,30000,9877,10000,2,2,1,0,X,L,LL,1,"3","3-7-13",3,,1,0,1,3,"32",56,"2210",26,LLCLL,48,7,20,,"6,15",2,13,"112 (00206: 3-7-10-13-14)",3,false,false,false,2026-05-11 13:11:22.742 +0700
T5,2025-12-04,"1","00317",2,7,11,20,26,10,0,7277262500,0,10000000,6,5000000,35,500000,134,100000,1643,30000,8324,10000,2,1,2,0,Z,C,CC,3,"3","2-7-11",3,"11",0,1,0,1,,66,"2120",26,CLLCC,9,30,20,"7,26","6,7,26",3,12,"121 (00196: 2-11-20-26-28)",4,false,false,false,2026-05-11 13:11:22.743 +0700
T4,2025-12-03,"2","00316",9,10,27,30,31,2,0,7188995000,0,10000000,4,5000000,59,500000,193,100000,2143,30000,11917,10000,1,1,1,2,X,C,LL,2,,"31",1,,2,0,0,1,"02",107,"1112",9,LCLCL,6,16,20,,"6,7,26",3,11,"41 (00275: 7-9-21-27-30)",3,false,false,false,2026-05-11 13:11:22.743 +0700
T4,2025-12-03,"1","00315",4,8,22,24,34,5,0,7030495000,0,10000000,2,5000000,44,500000,159,100000,1485,30000,10695,10000,2,0,2,1,Y,L,CC,5,"1",,0,"22",0,2,0,0,"43",92,"2021",40,CCCCC,8,8,20,,"6,7,26",3,10,"62 (00253: 4-8-14-24-32)",3,false,false,false,2026-05-11 13:11:22.745 +0700
T3,2025-12-02,"2","00314",9,12,14,28,35,10,0,6941140000,0,10000000,7,5000000,67,500000,168,100000,2037,30000,13078,10000,1,2,1,1,Z,C,LL,3,,,0,,0,0,1,0,,98,"1211",36,LCCCL,1,8,20,,"6,26",2,9,"271 (00043: 9-14-28-33-35)",4,false,false,false,2026-05-11 13:11:22.746 +0700
T3,2025-12-02,"1","00313",1,2,4,14,23,7,0,6830520000,0,10000000,4,5000000,27,500000,118,100000,1060,30000,10686,10000,3,1,1,0,Y,L,LL,3,"3","2-23",2,,1,0,0,1,"42",44,"3110",114,LCCCL,15,19,20,,"6,26",2,8,"96 (00217: 1-4-14-15-32)",3,false,false,true,2026-05-11 13:11:22.747 +0700
T2,2025-12-01,"2","00312",9,13,19,30,33,12,0,6740310000,2,10000000,1,5000000,89,500000,140,100000,2381,30000,11032,10000,1,2,0,2,Z,C,LL,1,"2","13-19",2,"33",0,1,0,1,"32,92",104,"1202",8,LLLCL,76,29,20,"13","6,13,26",3,7,"188 (00124: 9-12-13-19-25)",3,false,false,false,2026-05-11 13:11:22.748 +0700
T2,2025-12-01,"1","00311",3,16,21,29,34,12,0,6553777500,0,10000000,4,5000000,60,500000,103,100000,1378,30000,7340,10000,1,1,2,1,Z,C,LC,2,,"3-29",2,,0,0,0,0,,103,"1121",22,LCLLC,62,26,20,"3","3,6,13,26",4,6,"141 (00170: 3-12-20-21-29)",3,false,false,false,2026-05-11 13:11:22.750 +0700
CN,2025-11-30,"2","00310",9,10,11,18,25,12,0,6442207500,1,10000000,7,5000000,79,500000,166,100000,2397,30000,11048,10000,1,3,1,0,Z,C,LL,2,"3","11",1,"11",2,2,1,1,,73,"1310",2,LCLCL,13,23,20,"9","3,6,9,13,26",5,5,"144 (00166: 11-18-20-24-25)",3,false,false,false,2026-05-11 13:11:22.751 +0700
CN,2025-11-30,"1","00309",11,19,24,27,32,4,0,6350845000,0,10000000,1,5000000,60,500000,109,100000,1669,30000,7280,10000,0,2,2,1,X,C,LC,2,"0","11-19",2,"11",0,1,1,1,,113,"0221",67,LLCLC,24,11,20,,"3,9,13,26",4,4,"8 (00301: 11-14-19-21-27)",3,false,false,false,2026-05-11 13:11:22.752 +0700
T7,2025-11-29,"2","00308",8,11,17,18,28,4,0,6254382500,2,10000000,6,5000000,86,500000,144,100000,1975,30000,10435,10000,1,3,1,0,X,C,CC,3,"3","11-17",2,"11",1,1,0,0,"83",82,"1310",40,CLLCC,27,12,20,,"3,9,13,26",4,3,"133 (00175: 8-11-15-18-28)",4,false,false,false,2026-05-11 13:11:22.755 +0700
T7,2025-11-29,"1","00307",2,12,22,30,32,9,0,6196880000,1,10000000,3,5000000,45,500000,110,100000,1061,30000,7443,10000,1,1,1,2,Z,L,CC,5,,"2",1,"22",0,0,2,1,"24",98,"1112",2,CCCCC,2,8,20,,"3,13",2,2,"11 (00296: 14-17-22-30-32)",3,false,false,false,2026-05-11 13:11:22.758 +0700
T6,2025-11-28,"2","00306",18,29,30,32,35,2,0,6133477500,1,10000000,1,5000000,34,500000,92,100000,1225,30000,9105,10000,0,1,1,3,X,C,CL,3,"0","29",1,,1,1,2,1,,144,"0113",52,CLCCL,85,11,20,,"3,13",2,1,"52 (00254: 13-29-30-32-35)",4,false,false,false,2026-05-11 13:11:22.759 +0700
T6,2025-11-28,"1","00305",2,18,20,30,34,9,1,6297190000,0,10000000,3,5000000,46,500000,112,100000,1151,30000,9657,10000,1,1,1,2,Z,L,CC,5,,"2",1,,0,0,2,1,"02",104,"1112",6,CCCCC,2,3,20,,"13",1,0,"3 (00302: 2-4-18-30-34)",4,true,false,false,2026-05-11 13:11:22.760 +0700
T5,2025-11-27,"2","00304",1,10,16,30,34,7,0,6235762500,0,10000000,5,5000000,47,500000,159,100000,1417,30000,12704,10000,1,2,0,2,Y,L,LC,4,"2",,0,,0,0,0,0,"02",91,"1202",103,LCCCC,17,14,20,,"13",1,3,"139 (00165: 10-27-29-30-34)",3,false,false,false,2026-05-11 13:11:22.761 +0700
T5,2025-11-27,"1","00303",4,8,14,20,32,1,0,6135765000,1,10000000,5,5000000,49,500000,93,100000,1174,30000,6265,10000,2,1,1,1,X,L,CC,5,,,0,,0,0,1,0,"42",78,"2111",27,CCCCC,1,12,20,,,0,2,"50 (00253: 4-8-14-24-32)",4,false,false,false,2026-05-11 13:11:22.762 +0700
T4,2025-11-26,"2","00302",2,4,18,30,34,4,0,6070905000,1,10000000,6,5000000,60,500000,153,100000,1439,30000,11290,10000,2,1,0,2,X,C,CC,5,"2","2",1,,0,1,0,0,"42",88,"2102",32,CCCCC,49,31,20,"2,4","2,4",2,1,"84 (00218: 2-4-21-30-34)",4,false,false,false,2026-05-11 13:11:22.763 +0700
T4,2025-11-26,"1","00301",11,14,19,21,27,8,1,6920642500,1,10000000,4,5000000,56,500000,191,100000,1354,30000,11411,10000,0,3,2,0,Y,C,LL,1,"0,3","11-19",2,"11",0,2,1,0,"12",92,"0320",158,LCLLL,29,12,20,,"4",1,0,"158 (00143: 11-14-19-21-25)",4,true,false,false,2026-05-11 13:11:22.764 +0700
